profile_id,rent_room_id,score,timestamp
B00042,A02151,2,2018-03-15 08:00:58
B00026,A03421,5,2018-03-15 08:02:41
B00050,A02648,2,2018-03-15 08:06:52
B00011,A02428,1,2018-03-15 08:16:52
B00023,A00860,2,2018-03-15 08:22:25
B00009,A01774,3,2018-03-15 08:25:03
B00079,A00377,3,2018-03-15 08:43:34
B00004,A01156,3,2018-03-15 08:50:20
B00074,A03131,4,2018-03-15 09:05:57
B00016,A03289,1,2018-03-15 09:21:39
B00080,A01341,5,2018-03-15 09:31:19
B00044,A01448,1,2018-03-15 09:34:02
B00027,A02930,3,2018-03-15 10:04:54
B00048,A00233,2,2018-03-15 10:49:13
B00032,A00686,2,2018-03-15 10:51:31
B00053,A00709,5,2018-03-15 11:07:49
B00031,A02305,1,2018-03-15 11:11:19
B00025,A03445,3,2018-03-15 11:26:18
B00032,A00177,1,2018-03-15 11:30:16
B00100,A03731,3,2018-03-15 11:49:58
B00055,A00080,4,2018-03-15 11:53:32
B00060,A03216,4,2018-03-15 12:06:01
B00054,A02167,1,2018-03-15 12:19:52
B00048,A03808,1,2018-03-15 12:39:07
B00095,A01780,3,2018-03-15 12:46:03
B00046,A00674,2,2018-03-15 12:58:38
B00024,A01861,3,2018-03-15 13:05:30
B00089,A00080,2,2018-03-15 13:06:41
B00060,A03827,2,2018-03-15 13:24:24
B00082,A01366,3,2018-03-15 13:33:12
B00046,A01622,5,2018-03-15 13:39:06
B00044,A02145,5,2018-03-15 13:58:18
B00003,A01625,2,2018-03-15 14:11:22
B00091,A03577,1,2018-03-15 14:23:43
B00017,A02349,5,2018-03-15 14:24:31
B00038,A00621,5,2018-03-15 14:35:01
B00064,A01490,1,2018-03-15 14:57:20
B00041,A01759,5,2018-03-15 15:11:16
B00034,A00554,5,2018-03-15 15:48:39
B00042,A02952,3,2018-03-15 16:05:49
B00003,A03353,3,2018-03-15 16:10:47
B00010,A02050,4,2018-03-15 16:13:55
B00020,A03566,4,2018-03-15 16:15:48
B00059,A01734,1,2018-03-15 16:41:55
B00014,A00296,3,2018-03-15 16:42:38
B00090,A02873,3,2018-03-15 17:09:34
B00012,A03139,3,2018-03-15 17:13:00
B00026,A00294,1,2018-03-15 17:15:42
B00007,A03651,2,2018-03-15 17:23:18
B00088,A03482,1,2018-03-15 17:39:37
B00060,A00744,1,2018-03-15 17:41:03
B00071,A03695,4,2018-03-15 17:47:14
B00004,A03550,1,2018-03-15 18:17:38
B00007,A01980,1,2018-03-15 18:21:11
B00078,A00793,4,2018-03-15 18:27:51
B00052,A01335,4,2018-03-15 18:36:53
B00067,A01198,2,2018-03-15 18:53:32
B00030,A03517,2,2018-03-15 19:31:41
B00059,A03571,1,2018-03-15 19:38:34
B00031,A02087,5,2018-03-15 19:56:43
B00040,A03377,4,2018-03-15 19:58:19
B00072,A03062,4,2018-03-15 20:08:48
B00075,A00094,1,2018-03-15 20:11:15
B00040,A02865,5,2018-03-15 20:13:22
B00080,A03217,3,2018-03-15 20:20:36
B00046,A03152,5,2018-03-15 20:24:16
B00059,A00556,3,2018-03-15 20:53:01
B00074,A02428,5,2018-03-15 20:57:47
B00087,A01816,2,2018-03-15 21:06:26
B00085,A03187,3,2018-03-15 21:18:08
B00070,A00377,4,2018-03-15 21:19:10
B00029,A00552,4,2018-03-15 21:34:55
B00088,A03388,1,2018-03-15 21:42:41
B00100,A03172,1,2018-03-15 21:47:56
B00076,A02983,4,2018-03-15 22:00:21
B00091,A02073,2,2018-03-15 22:03:44
B00056,A03161,3,2018-03-15 22:25:06
B00090,A00698,3,2018-03-15 23:20:04
B00029,A03288,3,2018-03-15 23:32:44
B00056,A02489,2,2018-03-15 23:46:17
B00080,A03093,2,2018-03-16 00:00:13
B00027,A03248,1,2018-03-16 00:29:18
B00010,A01304,2,2018-03-16 00:30:52
B00063,A03107,3,2018-03-16 00:31:26
B00062,A02917,3,2018-03-16 00:35:07
B00090,A01107,2,2018-03-16 00:38:30
B00030,A01318,3,2018-03-16 00:42:44
B00063,A03217,3,2018-03-16 00:48:17
B00026,A00616,4,2018-03-16 00:55:58
B00028,A00530,3,2018-03-16 00:58:39
B00044,A01024,2,2018-03-16 01:01:06
B00100,A01773,1,2018-03-16 01:04:19
B00087,A01476,2,2018-03-16 01:16:31
B00037,A00327,2,2018-03-16 01:25:38
B00013,A01184,2,2018-03-16 01:59:21
B00030,A02858,2,2018-03-16 02:03:31
B00094,A01687,1,2018-03-16 02:13:42
B00027,A00170,1,2018-03-16 02:34:02
B00072,A00286,1,2018-03-16 02:50:31
B00046,A00437,2,2018-03-16 02:52:41
B00052,A02122,5,2018-03-16 02:57:04
B00026,A03119,2,2018-03-16 03:10:33
B00052,A01918,2,2018-03-16 03:35:10
B00043,A03360,4,2018-03-16 03:36:57
B00078,A03083,5,2018-03-16 03:37:27
B00038,A01964,3,2018-03-16 03:48:47
B00038,A02245,2,2018-03-16 04:13:01
B00069,A00990,3,2018-03-16 04:25:00
B00074,A03182,5,2018-03-16 04:37:34
B00004,A03453,3,2018-03-16 04:39:31
B00020,A02166,3,2018-03-16 04:42:41
B00027,A03761,4,2018-03-16 05:00:09
B00076,A01752,2,2018-03-16 05:27:41
B00079,A00481,2,2018-03-16 05:40:49
B00060,A01692,2,2018-03-16 05:52:41
B00029,A03142,2,2018-03-16 06:10:53
B00008,A02983,3,2018-03-16 06:13:16
B00029,A03145,3,2018-03-16 06:13:57
B00058,A00352,2,2018-03-16 06:30:23
B00039,A00334,3,2018-03-16 06:34:32
B00072,A01634,1,2018-03-16 06:36:54
B00024,A00100,2,2018-03-16 06:39:29
B00087,A01513,5,2018-03-16 06:45:36
B00086,A01393,1,2018-03-16 06:46:02
B00002,A03763,5,2018-03-16 06:54:13
B00062,A01142,4,2018-03-16 07:17:57
B00083,A00692,3,2018-03-16 07:27:01
B00081,A03088,1,2018-03-16 07:31:43
B00099,A01842,5,2018-03-16 07:41:14
B00096,A03003,2,2018-03-16 07:42:20
B00044,A00595,3,2018-03-16 08:05:02
B00052,A00530,1,2018-03-16 08:15:38
B00023,A00206,4,2018-03-16 08:20:46
B00084,A02815,2,2018-03-16 08:23:37
B00072,A03423,5,2018-03-16 08:28:14
B00026,A00249,5,2018-03-16 08:37:31
B00013,A00457,1,2018-03-16 08:38:52
B00041,A01305,4,2018-03-16 08:46:38
B00054,A00571,4,2018-03-16 09:08:08
B00022,A00030,5,2018-03-16 09:08:21
B00012,A02582,3,2018-03-16 09:25:17
B00019,A02757,2,2018-03-16 09:36:33
B00089,A01055,2,2018-03-16 09:44:10
B00082,A02383,1,2018-03-16 09:46:09
B00097,A01526,1,2018-03-16 09:59:01
B00021,A00250,2,2018-03-16 10:23:08
B00006,A00545,3,2018-03-16 10:27:40
B00045,A01273,3,2018-03-16 10:27:54
B00026,A00526,3,2018-03-16 10:56:20
B00093,A00289,2,2018-03-16 11:18:17
B00041,A01534,3,2018-03-16 11:26:39
B00050,A02334,5,2018-03-16 11:38:03
B00071,A00887,5,2018-03-16 11:44:05
B00012,A02832,3,2018-03-16 11:54:34
B00085,A00541,5,2018-03-16 12:17:19
B00069,A02735,1,2018-03-16 12:28:53
B00064,A03458,5,2018-03-16 12:29:23
B00087,A02894,2,2018-03-16 12:34:16
B00052,A00377,1,2018-03-16 12:41:34
B00009,A00045,5,2018-03-16 12:42:22
B00036,A01968,5,2018-03-16 12:46:35
B00054,A01500,4,2018-03-16 12:50:24
B00035,A00657,2,2018-03-16 12:51:45
B00095,A02245,3,2018-03-16 12:54:20
B00014,A00310,2,2018-03-16 13:11:01
B00096,A03380,1,2018-03-16 13:15:54
B00029,A02770,5,2018-03-16 13:22:01
B00010,A00835,2,2018-03-16 13:37:11
B00093,A01707,4,2018-03-16 13:51:07
B00043,A02145,4,2018-03-16 14:00:00
B00005,A00957,3,2018-03-16 14:18:36
B00080,A00772,1,2018-03-16 14:35:21
B00078,A03746,4,2018-03-16 14:43:26
B00089,A01424,3,2018-03-16 14:44:03
B00011,A02984,1,2018-03-16 15:00:03
B00032,A01388,5,2018-03-16 15:07:53
B00060,A03400,1,2018-03-16 15:08:50
B00005,A00349,1,2018-03-16 15:15:02
B00041,A03616,3,2018-03-16 15:18:37
B00050,A03811,2,2018-03-16 15:27:18
B00029,A03502,3,2018-03-16 15:38:53
B00065,A00286,3,2018-03-16 15:49:34
B00006,A00010,1,2018-03-16 16:16:12
B00018,A01011,2,2018-03-16 16:34:22
B00031,A03046,2,2018-03-16 16:37:45
B00018,A02090,4,2018-03-16 16:59:18
B00088,A00301,2,2018-03-16 17:21:29
B00095,A01185,1,2018-03-16 17:31:45
B00085,A02899,5,2018-03-16 17:34:14
B00072,A01010,2,2018-03-16 17:45:06
B00043,A00086,3,2018-03-16 17:46:54
B00086,A03181,3,2018-03-16 17:50:12
B00012,A00476,5,2018-03-16 18:04:50
B00052,A01648,4,2018-03-16 18:14:08
B00037,A01259,3,2018-03-16 18:16:35
B00033,A00749,2,2018-03-16 18:22:26
B00072,A02314,1,2018-03-16 18:39:43
B00043,A00303,4,2018-03-16 19:01:31
B00037,A02050,2,2018-03-16 19:01:34
B00031,A02870,4,2018-03-16 19:31:29
B00009,A02460,1,2018-03-16 19:39:22
B00074,A02588,3,2018-03-16 19:45:45
B00072,A02385,1,2018-03-16 19:49:12
B00091,A02326,3,2018-03-16 20:07:11
B00017,A02806,1,2018-03-16 20:22:16
B00050,A03137,1,2018-03-16 20:27:17
B00088,A00097,5,2018-03-16 21:20:56
B00047,A02029,5,2018-03-16 21:28:47
B00088,A00867,3,2018-03-16 21:47:19
B00036,A03367,4,2018-03-16 21:48:53
B00066,A01103,1,2018-03-16 22:42:27
B00056,A00540,5,2018-03-16 23:15:27
B00093,A01312,1,2018-03-16 23:23:07
B00052,A01682,2,2018-03-16 23:23:10
B00001,A01640,1,2018-03-16 23:32:57
B00090,A01796,4,2018-03-16 23:36:33
B00049,A01052,5,2018-03-16 23:38:30
B00060,A01627,3,2018-03-16 23:55:58
B00076,A02238,4,2018-03-17 00:13:58
B00054,A00563,2,2018-03-17 00:18:49
B00027,A03477,5,2018-03-17 00:23:26
B00039,A02859,2,2018-03-17 00:38:55
B00092,A03838,2,2018-03-17 00:40:00
B00038,A03817,4,2018-03-17 01:23:36
B00088,A02272,4,2018-03-17 01:32:55
B00096,A00044,5,2018-03-17 01:34:45
B00036,A03405,1,2018-03-17 01:42:36
B00006,A03477,3,2018-03-17 01:52:04
B00049,A01847,3,2018-03-17 01:54:28
B00075,A03520,5,2018-03-17 01:55:22
B00089,A01677,1,2018-03-17 02:30:37
B00059,A02428,3,2018-03-17 02:30:53
B00100,A02168,5,2018-03-17 02:49:08
B00016,A00009,4,2018-03-17 02:49:12
B00034,A02280,4,2018-03-17 03:03:12
B00093,A03716,5,2018-03-17 03:11:10
B00060,A02279,3,2018-03-17 03:21:49
B00054,A01734,1,2018-03-17 03:53:32
B00062,A02430,3,2018-03-17 03:58:27
B00098,A02758,3,2018-03-17 04:00:28
B00073,A02595,1,2018-03-17 04:02:03
B00051,A01400,5,2018-03-17 04:10:42
B00040,A00483,1,2018-03-17 04:10:42
B00024,A01456,4,2018-03-17 04:45:22
B00007,A03189,1,2018-03-17 04:47:17
B00072,A03569,4,2018-03-17 04:55:18
B00082,A01481,3,2018-03-17 04:56:45
B00085,A00784,4,2018-03-17 04:57:27
B00066,A03210,5,2018-03-17 05:03:18
B00008,A00771,5,2018-03-17 05:05:20
B00049,A02414,1,2018-03-17 05:16:43
B00064,A01733,5,2018-03-17 05:18:02
B00040,A01541,4,2018-03-17 05:21:16
B00019,A03211,3,2018-03-17 05:36:30
B00024,A01636,4,2018-03-17 05:37:56
B00004,A02111,1,2018-03-17 06:18:53
B00076,A00935,5,2018-03-17 06:25:17
B00004,A00834,3,2018-03-17 06:44:27
B00044,A00581,4,2018-03-17 06:45:23
B00019,A00597,3,2018-03-17 06:51:00
B00062,A01658,5,2018-03-17 07:01:35
B00073,A00199,3,2018-03-17 07:36:56
B00075,A02040,3,2018-03-17 07:40:10
B00025,A01410,3,2018-03-17 07:43:23
B00034,A02402,3,2018-03-17 07:44:45
B00057,A00606,5,2018-03-17 07:51:46
B00032,A02949,3,2018-03-17 08:01:40
B00059,A01031,2,2018-03-17 08:26:21
B00058,A01104,2,2018-03-17 08:44:03
B00049,A01027,3,2018-03-17 09:06:29
B00076,A01802,2,2018-03-17 09:09:26
B00017,A01063,2,2018-03-17 09:22:06
B00032,A02423,4,2018-03-17 09:32:14
B00005,A00670,3,2018-03-17 09:33:34
B00026,A00534,4,2018-03-17 09:38:29
B00036,A03082,5,2018-03-17 09:43:18
B00047,A01221,3,2018-03-17 09:50:02
B00023,A02267,1,2018-03-17 09:51:35
B00023,A02379,3,2018-03-17 10:01:55
B00097,A02456,5,2018-03-17 10:33:51
B00012,A02008,5,2018-03-17 10:50:32
B00016,A01152,1,2018-03-17 11:27:33
B00080,A03849,3,2018-03-17 11:39:03
B00068,A02847,3,2018-03-17 12:20:45
B00052,A02707,2,2018-03-17 12:25:11
B00074,A02463,5,2018-03-17 12:32:02
B00074,A02235,3,2018-03-17 12:40:08
B00036,A00736,3,2018-03-17 12:41:07
B00087,A03806,5,2018-03-17 13:41:16
B00004,A03693,2,2018-03-17 13:44:40
B00066,A01209,2,2018-03-17 13:55:41
B00066,A00329,3,2018-03-17 13:58:32
B00097,A01443,5,2018-03-17 15:15:43
B00069,A01957,4,2018-03-17 15:19:01
B00085,A02928,2,2018-03-17 15:21:01
B00040,A02864,2,2018-03-17 15:21:29
B00029,A03048,4,2018-03-17 15:31:47
B00091,A00805,5,2018-03-17 15:35:43
B00009,A03062,5,2018-03-17 15:37:40
B00064,A01247,5,2018-03-17 15:42:45
B00069,A01260,2,2018-03-17 15:45:58
B00075,A02552,1,2018-03-17 15:54:06
B00001,A00979,1,2018-03-17 15:55:42
B00085,A02849,1,2018-03-17 15:58:24
B00016,A00535,1,2018-03-17 16:02:40
B00062,A02338,3,2018-03-17 16:06:18
B00059,A01079,5,2018-03-17 16:13:23
B00049,A02909,5,2018-03-17 16:18:56
B00069,A03826,1,2018-03-17 16:33:09
B00091,A01567,4,2018-03-17 16:37:46
B00037,A02129,2,2018-03-17 16:37:56
B00050,A03373,1,2018-03-17 16:49:09
B00067,A00862,4,2018-03-17 16:49:55
B00026,A01163,2,2018-03-17 17:12:53
B00076,A00582,3,2018-03-17 17:30:38
B00072,A03104,4,2018-03-17 17:55:00
B00087,A01931,1,2018-03-17 17:55:03
B00013,A02981,5,2018-03-17 18:08:20
B00092,A00193,4,2018-03-17 18:24:33
B00100,A01720,1,2018-03-17 18:24:35
B00024,A01901,5,2018-03-17 18:41:15
B00099,A03122,3,2018-03-17 18:41:51
B00091,A03672,3,2018-03-17 18:57:12
B00038,A01805,3,2018-03-17 19:01:06
B00039,A00618,4,2018-03-17 19:17:25
B00031,A03548,2,2018-03-17 19:28:07
B00003,A03423,4,2018-03-17 19:29:49
B00058,A01803,4,2018-03-17 19:36:52
B00084,A02121,5,2018-03-17 19:49:14
B00022,A02307,4,2018-03-17 19:50:05
B00051,A00635,4,2018-03-17 20:28:57
B00070,A00743,5,2018-03-17 20:34:11
B00036,A03651,5,2018-03-17 20:38:55
B00057,A00695,4,2018-03-17 20:51:43
B00034,A01808,5,2018-03-17 20:53:06
B00053,A01675,1,2018-03-17 21:05:50
B00076,A03366,5,2018-03-17 21:23:55
B00066,A00687,4,2018-03-17 21:46:28
B00015,A03677,2,2018-03-17 22:12:36
B00009,A00598,2,2018-03-17 22:23:25
B00025,A03460,3,2018-03-17 22:25:20
B00061,A00513,1,2018-03-17 22:34:37
B00082,A03663,3,2018-03-17 22:49:43
B00088,A01234,5,2018-03-17 22:58:19
B00090,A02287,2,2018-03-17 23:09:35
B00024,A01161,4,2018-03-17 23:18:59
B00024,A03640,4,2018-03-17 23:24:45
B00009,A00513,2,2018-03-17 23:36:52
B00012,A01806,5,2018-03-18 00:12:19
B00090,A02465,3,2018-03-18 00:19:15
B00031,A00748,2,2018-03-18 00:32:17
B00046,A03618,5,2018-03-18 00:44:15
B00080,A03387,2,2018-03-18 00:54:48
B00016,A03720,5,2018-03-18 00:58:44
B00009,A02832,3,2018-03-18 00:59:52
B00083,A01071,5,2018-03-18 01:15:12
B00003,A00206,3,2018-03-18 01:22:16
B00093,A02406,5,2018-03-18 01:36:31
B00058,A00731,2,2018-03-18 01:46:35
B00055,A03742,4,2018-03-18 01:53:50
B00048,A00827,5,2018-03-18 02:30:48
B00033,A00338,1,2018-03-18 02:40:59
B00003,A03579,5,2018-03-18 02:49:00
B00007,A02471,4,2018-03-18 02:58:48
B00032,A03291,4,2018-03-18 03:13:50
B00009,A00317,4,2018-03-18 03:26:08
B00035,A01859,1,2018-03-18 03:31:25
B00055,A03208,3,2018-03-18 03:48:21
B00068,A02028,4,2018-03-18 04:05:30
B00043,A01275,1,2018-03-18 04:16:28
B00095,A03556,4,2018-03-18 04:17:21
B00068,A01868,5,2018-03-18 04:28:45
B00017,A00737,1,2018-03-18 04:42:17
B00081,A00545,2,2018-03-18 04:44:18
B00064,A00640,1,2018-03-18 04:44:45
B00040,A00411,4,2018-03-18 04:59:14
B00039,A02133,4,2018-03-18 05:07:24
B00031,A03281,1,2018-03-18 05:18:32
B00022,A00722,5,2018-03-18 05:32:10
B00051,A03847,2,2018-03-18 05:52:44
B00065,A02427,4,2018-03-18 06:01:16
B00043,A03446,2,2018-03-18 06:04:50
B00024,A01953,3,2018-03-18 06:19:07
B00075,A02565,3,2018-03-18 06:22:59
B00061,A00893,5,2018-03-18 06:28:54
B00076,A02293,4,2018-03-18 06:31:53
B00084,A02704,2,2018-03-18 06:35:33
B00051,A00026,1,2018-03-18 07:09:35
B00066,A02975,5,2018-03-18 07:15:40
B00030,A00906,1,2018-03-18 07:23:38
B00029,A02414,5,2018-03-18 07:27:52
B00026,A02257,4,2018-03-18 07:29:19
B00012,A00544,1,2018-03-18 07:37:51
B00005,A03715,5,2018-03-18 07:40:52
B00011,A01358,2,2018-03-18 07:52:29
B00026,A02996,3,2018-03-18 07:53:42
B00095,A02109,4,2018-03-18 08:02:48
B00082,A02767,2,2018-03-18 08:11:44
B00048,A02957,4,2018-03-18 08:12:00
B00030,A01152,1,2018-03-18 08:32:51
B00063,A02944,5,2018-03-18 08:35:40
B00010,A00149,4,2018-03-18 08:45:31
B00060,A03012,5,2018-03-18 08:49:27
B00049,A02414,5,2018-03-18 08:58:03
B00052,A00241,4,2018-03-18 09:06:47
B00096,A02148,1,2018-03-18 09:24:41
B00086,A03281,3,2018-03-18 09:29:28
B00010,A00250,4,2018-03-18 09:45:11
B00098,A03229,2,2018-03-18 09:54:28
B00047,A00015,1,2018-03-18 10:00:55
B00017,A00744,3,2018-03-18 10:13:25
B00078,A00403,3,2018-03-18 10:15:52
B00092,A00058,4,2018-03-18 10:26:25
B00089,A03595,5,2018-03-18 10:32:48
B00081,A02740,3,2018-03-18 10:33:17
B00077,A01900,5,2018-03-18 10:33:21
B00097,A01570,3,2018-03-18 11:17:01
B00079,A03339,2,2018-03-18 11:25:14
B00064,A03209,2,2018-03-18 11:33:09
B00070,A03763,4,2018-03-18 11:35:01
B00066,A03270,1,2018-03-18 11:40:38
B00026,A00770,3,2018-03-18 11:44:47
B00005,A03360,4,2018-03-18 11:51:02
B00015,A02712,5,2018-03-18 12:05:01
B00068,A03669,4,2018-03-18 12:08:48
B00041,A02654,5,2018-03-18 12:28:58
B00068,A03390,2,2018-03-18 12:35:29
B00039,A01208,2,2018-03-18 12:42:32
B00019,A03388,2,2018-03-18 12:43:41
B00012,A00172,2,2018-03-18 12:44:14
B00043,A03829,5,2018-03-18 12:49:23
B00025,A03844,5,2018-03-18 12:52:50
B00059,A00681,2,2018-03-18 13:00:49
B00042,A01005,1,2018-03-18 13:03:35
B00059,A00052,5,2018-03-18 13:06:11
B00091,A01096,2,2018-03-18 13:08:38
B00001,A00291,5,2018-03-18 13:24:21
B00038,A00538,2,2018-03-18 13:30:47
B00028,A01885,1,2018-03-18 13:42:21
B00044,A00018,2,2018-03-18 13:42:59
B00021,A00243,1,2018-03-18 13:46:33
B00018,A01665,5,2018-03-18 13:59:12
B00093,A02099,4,2018-03-18 13:59:44
B00038,A03562,1,2018-03-18 14:15:05
B00034,A03639,4,2018-03-18 14:17:49
B00013,A01353,4,2018-03-18 14:24:20
B00004,A02792,2,2018-03-18 14:27:22
B00070,A01143,2,2018-03-18 14:28:44
B00054,A00159,2,2018-03-18 14:30:33
B00067,A03472,3,2018-03-18 15:02:39
B00067,A00669,3,2018-03-18 15:05:51
B00037,A01991,2,2018-03-18 15:17:55
B00091,A03285,3,2018-03-18 15:26:38
B00027,A03176,3,2018-03-18 15:41:54
B00053,A01021,4,2018-03-18 15:43:40
B00074,A02084,4,2018-03-18 15:43:54
B00046,A00741,5,2018-03-18 15:56:00
B00070,A01046,4,2018-03-18 16:03:05
B00074,A00284,3,2018-03-18 16:29:10
B00096,A02708,2,2018-03-18 16:34:57
B00028,A00111,2,2018-03-18 16:52:48
B00058,A02951,2,2018-03-18 16:55:33
B00002,A03677,4,2018-03-18 17:02:17
B00049,A01007,2,2018-03-18 17:02:45
B00063,A02571,4,2018-03-18 17:23:34
B00068,A00605,1,2018-03-18 17:27:54
B00012,A01493,4,2018-03-18 18:22:38
B00027,A01882,2,2018-03-18 18:32:45
B00014,A03268,4,2018-03-18 18:51:23
B00060,A02466,1,2018-03-18 18:59:39
B00034,A00460,1,2018-03-18 19:44:56
B00004,A00706,1,2018-03-18 19:51:30
B00020,A02011,5,2018-03-18 20:01:07
B00044,A01692,2,2018-03-18 20:02:23
B00083,A02229,5,2018-03-18 20:21:30
B00069,A00355,2,2018-03-18 20:34:03
B00084,A00025,3,2018-03-18 20:34:21
B00030,A00447,5,2018-03-18 20:39:05
B00020,A02935,1,2018-03-18 21:00:28
B00070,A00809,2,2018-03-18 21:35:17
B00021,A03741,3,2018-03-18 21:37:24
B00026,A02355,3,2018-03-18 21:42:33
B00055,A03003,1,2018-03-18 21:57:23
B00082,A01219,3,2018-03-18 22:03:33
B00094,A02380,2,2018-03-18 22:42:21
B00025,A01033,1,2018-03-18 22:42:29
B00059,A00817,1,2018-03-18 22:51:19
B00011,A01105,4,2018-03-18 22:51:28
B00077,A03635,3,2018-03-18 22:51:28
B00087,A03330,5,2018-03-18 22:52:01
B00026,A02644,3,2018-03-18 22:58:40
B00059,A00976,3,2018-03-18 23:05:19
B00035,A03689,1,2018-03-18 23:24:09
B00084,A03036,3,2018-03-18 23:36:55
B00081,A00254,3,2018-03-18 23:49:37
B00071,A01346,1,2018-03-19 00:00:37
B00026,A03821,5,2018-03-19 00:02:12
B00006,A01512,5,2018-03-19 00:05:42
B00062,A00534,3,2018-03-19 00:06:27
B00009,A00247,5,2018-03-19 00:10:59
B00003,A00587,3,2018-03-19 00:21:24
B00071,A02810,1,2018-03-19 00:25:36
B00004,A01771,5,2018-03-19 00:28:22
B00030,A02196,4,2018-03-19 00:36:33
B00065,A00466,4,2018-03-19 00:50:30
B00015,A03461,3,2018-03-19 00:59:35
B00025,A00846,1,2018-03-19 01:06:42
B00046,A01045,1,2018-03-19 01:10:19
B00099,A03019,3,2018-03-19 02:06:29
B00073,A01290,2,2018-03-19 02:18:01
B00091,A01614,5,2018-03-19 02:21:05
B00022,A01089,5,2018-03-19 02:28:42
B00022,A03064,1,2018-03-19 02:39:31
B00021,A00525,4,2018-03-19 02:46:14
B00028,A02811,2,2018-03-19 02:46:16
B00029,A00549,4,2018-03-19 03:14:56
B00056,A00112,5,2018-03-19 03:29:21
B00072,A01203,4,2018-03-19 03:33:38
B00010,A03428,2,2018-03-19 03:45:09
B00042,A03833,1,2018-03-19 04:07:24
B00075,A02139,1,2018-03-19 04:23:50
B00038,A02611,3,2018-03-19 04:26:09
B00029,A02041,2,2018-03-19 04:37:05
B00060,A02284,5,2018-03-19 04:59:07
B00040,A00950,2,2018-03-19 05:07:24
B00075,A03010,5,2018-03-19 05:12:31
B00082,A02893,2,2018-03-19 05:15:04
B00075,A00688,3,2018-03-19 05:19:22
B00061,A01503,1,2018-03-19 05:19:46
B00008,A02263,5,2018-03-19 05:44:38
B00093,A01474,2,2018-03-19 05:57:45
B00045,A01635,2,2018-03-19 05:58:53
B00076,A00493,5,2018-03-19 06:00:59
B00066,A01273,1,2018-03-19 06:07:50
B00021,A03435,2,2018-03-19 06:49:01
B00029,A00947,1,2018-03-19 06:57:28
B00071,A01104,5,2018-03-19 07:00:08
B00050,A03439,2,2018-03-19 07:03:23
B00070,A01155,5,2018-03-19 07:04:06
B00096,A00547,3,2018-03-19 07:34:16
B00019,A03739,2,2018-03-19 07:37:18
B00070,A03627,3,2018-03-19 07:55:05
B00055,A00419,4,2018-03-19 08:02:14
B00100,A03201,3,2018-03-19 08:03:51
B00038,A03492,2,2018-03-19 08:09:43
B00079,A02174,5,2018-03-19 08:28:02
B00071,A02631,1,2018-03-19 08:41:35
B00063,A02260,5,2018-03-19 08:52:43
B00001,A02597,3,2018-03-19 08:59:43
B00013,A03341,1,2018-03-19 09:01:03
B00087,A01459,4,2018-03-19 09:10:22
B00010,A03276,5,2018-03-19 09:23:18
B00016,A02411,5,2018-03-19 09:26:02
B00092,A01176,4,2018-03-19 09:37:43
B00011,A03740,1,2018-03-19 09:44:18
B00032,A02792,2,2018-03-19 10:21:06
B00089,A03360,5,2018-03-19 10:25:45
B00005,A03154,1,2018-03-19 10:48:17
B00079,A00557,3,2018-03-19 10:48:20
B00016,A00446,5,2018-03-19 10:51:26
B00005,A00583,1,2018-03-19 10:53:26
B00088,A03101,5,2018-03-19 10:57:53
B00040,A00040,4,2018-03-19 11:02:25
B00084,A00862,1,2018-03-19 11:03:48
B00055,A03465,1,2018-03-19 11:04:58
B00070,A03769,3,2018-03-19 11:24:09
B00081,A03399,1,2018-03-19 11:40:39
B00031,A00210,4,2018-03-19 11:53:56
B00097,A02615,5,2018-03-19 11:54:03
B00036,A03188,2,2018-03-19 11:55:23
B00023,A01150,1,2018-03-19 11:55:52
B00041,A02149,5,2018-03-19 12:02:40
B00068,A01317,4,2018-03-19 12:05:37
B00053,A03398,5,2018-03-19 12:13:01
B00017,A01462,4,2018-03-19 12:15:08
B00061,A02623,5,2018-03-19 12:56:05
B00009,A01143,4,2018-03-19 13:08:31
B00093,A00011,1,2018-03-19 13:30:35
B00060,A00008,2,2018-03-19 13:58:19
B00063,A02718,2,2018-03-19 13:59:12
B00086,A01076,1,2018-03-19 14:13:57
B00033,A03816,4,2018-03-19 14:15:44
B00050,A03311,2,2018-03-19 14:24:15
B00052,A03812,2,2018-03-19 14:28:42
B00085,A03760,3,2018-03-19 14:33:08
B00079,A01762,1,2018-03-19 15:05:06
B00018,A02384,1,2018-03-19 15:14:58
B00083,A03113,3,2018-03-19 15:17:01
B00062,A01221,4,2018-03-19 15:19:39
B00057,A03006,4,2018-03-19 15:31:25
B00011,A00599,4,2018-03-19 15:36:04
B00050,A00941,1,2018-03-19 15:42:53
B00031,A01567,5,2018-03-19 15:56:37
B00059,A02428,4,2018-03-19 15:56:41
B00007,A01799,2,2018-03-19 16:03:57
B00075,A02262,3,2018-03-19 16:32:53
B00012,A00381,2,2018-03-19 16:44:04
B00092,A02879,2,2018-03-19 17:10:30
B00067,A00067,2,2018-03-19 17:21:03
B00015,A00160,1,2018-03-19 17:25:13
B00081,A00530,4,2018-03-19 17:29:40
B00081,A01955,1,2018-03-19 17:54:19
B00067,A01221,5,2018-03-19 18:07:05
B00087,A02578,1,2018-03-19 18:08:32
B00055,A02766,3,2018-03-19 18:12:16
B00066,A02814,4,2018-03-19 18:35:16
B00032,A03367,4,2018-03-19 18:37:42
